gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
1,male,1,3,3,20091024225926,20170811190826,1632,2849,360,286,27,0,0,3,0,2,0,1339,1.48165413798567,1596
1,male,1,3,1,20080325024019,20170520011130,931,3344,166,204,3,0,0,24,0,30,10,815,0.661673179614133,477
0,unknown,3,0,2,20060523183555,20120722120253,88,2253,80,85,0,0,0,3,0,0,2,82,0.800528377424059,664
1,male,3,2,3,20051125172414,20130527034929,306,2741,45,107,11,0,0,52,28,20,12,181,0.831953524648453,917
0,unknown,3,1,0,20091117205333,20161224051451,107,2595,31,52,1,2,0,3,6,2,4,35,1.29126262950745,974
1,unknown,1,2,3,20090504190838,20150302150949,299,2129,69,80,12,0,0,72,0,1,7,218,0.831953524648453,917
1,unknown,1,2,3,20060222030454,20170513214243,759,4099,123,288,97,0,0,84,86,13,32,521,0.831953524648453,917
1,male,1,2,2,20150325013613,20160807215728,487,502,165,110,9,0,0,7,14,1,21,442,0.915024129447388,978
0,unknown,3,2,1,20060711030452,20120901092407,462,2245,228,394,14,0,0,3,1,5,0,359,0.982449108801872,752
0,unknown,3,0,0,20060105051223,20120517182703,59,2325,12,37,1,0,0,8,1,2,1,44,1.86500803160946,1277
1,unknown,1,3,2,20061129101202,20160926165613,2886,3590,310,1613,27,0,0,22,5,31,299,2414,1.00522694513289,817
1,unknown,1,2,3,20091201213945,20130710063118,605,1318,143,39,0,0,0,21,0,11,0,497,0.831953524648453,917
0,unknown,3,3,3,20070329125808,20130410202917,12225,2205,358,6739,2740,0,0,12,14,120,72,11023,1.48165413798567,1596
0,unknown,3,2,0,20061217000553,20170322082528,314,3749,85,127,28,0,0,1,1,2,0,308,1.20440316450483,647
2,unknown,2,2,3,20140531154721,20150122172020,655,237,59,71,15,0,0,487,0,20,10,136,0.831953524648453,917
0,unknown,3,1,0,20150224191021,20150306211108,113,11,7,12,4,0,0,99,4,5,0,5,1.29126262950745,974
2,unknown,2,1,1,20150124160713,20150511191337,154,108,16,22,4,0,0,77,0,9,1,67,0.997535302103113,994
2,female,3,2,1,20140411131626,20140502180024,230,22,16,130,0,0,0,4,0,0,0,200,0.982449108801872,752
1,unknown,1,0,2,20041116223411,20131211230139,66,3313,23,32,1,0,0,9,0,3,10,42,0.800528377424059,664
0,unknown,3,3,0,20151205155805,20170905175757,3775,641,346,634,35,0,0,764,13,2,58,2843,0.865617488080534,412
0,unknown,3,1,3,20061101165308,20170519014310,129,3853,60,69,4,0,0,16,1,3,0,105,0.594368207936839,493
1,male,3,3,3,20060429203943,20170702093528,8873,4083,726,3328,530,0,0,1205,812,266,421,5825,1.48165413798567,1596
0,unknown,3,1,3,20130115111220,20130717093113,96,184,12,27,0,0,0,43,0,0,4,38,0.594368207936839,493
1,unknown,1,0,3,20060828012853,20160507204752,66,3541,13,14,1,0,0,24,1,0,6,35,0.411985187306913,297
2,unknown,2,0,2,20120827223227,20130602182844,63,280,23,2,0,0,0,1,0,0,0,62,0.800528377424059,664
1,male,3,2,2,20070129031220,20160212175516,274,3302,40,115,61,0,0,25,0,2,5,240,0.915024129447388,978
0,unknown,3,3,1,20081003164620,20130111205248,4926,1562,587,2373,156,0,0,6,281,41,421,3096,0.661673179614133,477
1,male,1,1,1,20130312190552,20160721144001,156,1228,89,19,3,0,0,5,1,10,6,134,0.997535302103113,994
1,male,3,0,1,20100327000808,20160901220906,75,2351,16,21,0,0,0,3,0,0,10,48,1.05714931610548,1074
1,unknown,1,0,2,20120213043849,20160809062609,54,1640,19,19,0,0,0,6,0,0,1,41,0.800528377424059,664
1,male,1,1,3,20110124204002,20130122233923,164,730,12,22,3,0,0,44,0,0,0,98,0.594368207936839,493
1,unknown,1,3,1,20070428045747,20160705225457,1025,3357,80,362,212,0,0,2,1,0,2,999,0.661673179614133,477
1,male,1,0,2,20161023033320,20161222010005,61,61,6,10,3,0,0,4,0,0,0,57,0.800528377424059,664
1,unknown,1,2,3,20050813022255,20130921215257,373,2962,162,313,0,0,0,8,0,2,3,95,0.831953524648453,917
1,male,3,0,1,20080721100810,20170804195116,50,3302,35,36,0,0,0,2,2,0,2,44,1.05714931610548,1074
1,unknown,1,0,1,20050515175941,20131119174510,58,3111,29,29,2,0,0,11,0,4,8,34,1.05714931610548,1074
0,unknown,3,2,2,20120724011801,20170727064620,241,1830,80,53,18,0,0,3,0,0,0,237,0.915024129447388,978
1,unknown,1,0,1,20070306151941,20170328111235,67,3676,47,57,1,0,0,1,4,1,2,58,1.05714931610548,1074
0,unknown,3,1,1,20050411181349,20141015194456,119,3475,40,72,5,0,0,9,1,0,2,107,0.997535302103113,994
1,male,1,1,2,20130727215954,20140223232613,127,212,6,6,1,0,0,5,0,0,0,73,1.02771709743701,841
1,male,1,0,1,20080217030638,20130423060208,59,1893,12,19,0,0,0,14,1,18,9,8,1.05714931610548,1074
1,unknown,1,1,2,20070126180634,20170813003939,120,3853,48,6,0,0,0,112,0,1,3,4,1.02771709743701,841
1,male,1,3,2,20131209232039,20171001194721,3172,1393,248,1060,75,0,0,1,103,0,0,3037,1.00522694513289,817
0,unknown,3,1,1,20071224051207,20141106234650,149,2510,37,113,0,0,0,8,6,1,2,99,0.997535302103113,994
1,male,3,1,3,20131013052515,20150706031513,107,632,21,16,0,0,0,1,0,0,0,77,0.594368207936839,493
1,male,3,1,1,20110220111926,20130202181131,145,714,27,49,3,0,0,23,0,8,15,96,0.997535302103113,994
1,unknown,1,0,2,20070317202738,20150419071904,67,2956,42,44,0,0,0,7,1,0,1,58,0.800528377424059,664
1,unknown,1,3,2,20070604173749,20130509171917,1694,2167,192,148,66,0,0,13,0,5,0,1675,1.00522694513289,817
1,male,3,2,1,20150722183701,20170823041717,423,764,66,112,0,0,0,6,4,1,1,388,0.982449108801872,752
1,male,3,1,2,20071023024459,20150810045220,182,2849,54,65,3,0,0,20,0,3,13,136,1.02771709743701,841
0,unknown,3,2,1,20110515154107,20160407160829,431,1790,72,40,3,0,0,6,2,2,12,401,0.982449108801872,752
0,unknown,3,3,0,20060904151555,20170918123646,1028,4033,411,513,6,0,0,3,4,38,13,900,0.865617488080534,412
1,unknown,1,0,2,20070104104703,20170717145440,62,3848,34,39,1,0,0,2,3,14,1,42,0.800528377424059,664
0,unknown,3,2,0,20130603174732,20170929214926,727,1580,282,101,5,0,0,1,11,53,11,340,1.20440316450483,647
0,unknown,3,2,3,20130219143704,20130227150618,294,9,9,27,0,0,0,120,0,0,0,173,0.831953524648453,917
0,unknown,3,3,2,20120517100312,20170927050722,32769,1960,1176,791,164,0,0,15,74,7,59,13288,1.00522694513289,817
1,unknown,1,0,1,20060808163107,20151218085248,68,3420,30,28,2,0,0,6,0,1,0,61,1.05714931610548,1074
1,male,1,1,2,20081018040450,20160511174525,212,2763,56,43,2,0,0,10,0,3,4,170,1.02771709743701,841
0,unknown,3,3,1,20090610090326,20151229161137,3652,2394,692,1057,62,0,0,108,120,289,228,2707,0.661673179614133,477
1,male,1,1,0,20070724191012,20170903191758,120,3695,27,47,8,0,0,2,0,3,1,112,1.29126262950745,974
0,unknown,3,0,1,20060831202818,20161104215750,55,3719,38,51,0,0,0,3,0,0,0,52,1.05714931610548,1074
0,unknown,3,1,3,20050414161533,20140825112017,147,3421,48,139,0,0,0,5,1,0,10,125,0.594368207936839,493
2,female,2,0,2,20120831211123,20120927210135,71,28,11,18,0,0,0,44,0,0,12,3,0.800528377424059,664
1,male,1,2,3,20050619221058,20170915005439,332,4472,140,189,2,0,0,13,5,14,26,222,0.831953524648453,917
2,unknown,2,0,2,20071126064708,20170701081940,77,3506,32,23,6,0,0,4,2,1,0,70,0.800528377424059,664
1,male,1,1,1,20090629172702,20130412055157,106,1384,20,39,8,0,0,3,0,9,8,81,0.997535302103113,994
1,unknown,1,3,2,20060614160345,20170918090347,885,4115,403,382,23,0,0,38,2,162,83,591,1.00522694513289,817
0,unknown,3,3,2,20090905114713,20170918171600,1085,2936,107,350,44,0,0,6,3,12,12,1043,1.00522694513289,817
1,male,1,1,3,20090311222303,20150906114304,191,2371,46,52,2,0,0,5,0,0,0,186,0.594368207936839,493
1,male,3,1,2,20110504232254,20160409184616,190,1803,91,122,6,0,0,18,6,2,3,144,1.02771709743701,841
1,unknown,1,1,3,20061015041831,20150501161421,196,3121,42,65,0,1,0,74,0,31,6,55,0.594368207936839,493
1,male,1,3,1,20070327185548,20150212115529,2544,2880,175,1558,15,3,0,281,100,73,278,1712,0.661673179614133,477
0,unknown,3,0,0,20130811180118,20151210212601,82,852,36,45,7,0,0,6,5,0,0,51,1.86500803160946,1277
0,unknown,3,3,3,20150204021803,20170915224748,3105,955,197,316,1,0,0,2220,0,0,19,420,1.48165413798567,1596
1,male,3,0,3,20110829144126,20120406092755,55,222,7,15,0,0,0,14,9,0,6,26,0.411985187306913,297
1,male,1,1,1,20080823094104,20170511103320,203,3184,120,85,0,0,0,3,0,4,30,109,0.997535302103113,994
0,unknown,3,0,2,20060710134440,20140414200456,83,2836,41,15,2,0,0,12,2,0,2,67,0.800528377424059,664
0,unknown,3,2,0,20050510223112,20170922140341,311,4519,144,240,0,0,0,15,9,2,6,248,1.20440316450483,647
1,unknown,1,2,3,20060318170219,20130906224732,231,2730,50,87,2,0,0,62,4,14,7,142,0.831953524648453,917
1,unknown,1,2,2,20100209123924,20170407213557,343,2615,73,93,17,0,0,10,0,4,0,327,0.915024129447388,978
1,male,3,1,1,20110420204345,20160731194117,169,1930,59,40,1,0,0,15,2,50,15,87,0.997535302103113,994
1,unknown,1,0,0,20150128122511,20170414164614,53,808,19,13,0,0,0,21,0,0,7,25,1.86500803160946,1277
0,unknown,3,0,1,20051127094934,20120224112129,62,2281,29,39,6,0,0,7,2,8,0,44,1.05714931610548,1074
0,unknown,3,2,1,20120525110912,20170704155957,359,1867,60,107,5,0,0,6,0,3,3,333,0.982449108801872,752
1,unknown,1,0,0,20110920215948,20130626172440,53,646,16,26,1,0,0,10,1,2,1,38,1.86500803160946,1277
1,unknown,1,0,1,20070817114038,20130817114031,84,2193,19,53,0,0,0,8,7,2,16,50,1.05714931610548,1074
1,male,1,0,3,20130328232944,20170210050635,59,1416,15,16,3,0,0,24,0,2,1,31,0.411985187306913,297
1,male,3,1,1,20100222185241,20170824194500,132,2741,50,45,1,0,0,6,6,0,1,106,0.997535302103113,994
1,unknown,1,3,0,20110710173619,20170903010913,2984,2248,238,771,4,1,0,9,347,399,264,1951,0.865617488080534,412
1,male,3,1,2,20110413140258,20160310154245,205,1794,33,31,2,0,0,74,0,2,2,87,1.02771709743701,841
1,male,1,3,2,20080308215352,20130825220910,2151,1997,312,1267,20,0,0,162,68,111,56,1386,1.00522694513289,817
1,unknown,1,3,0,20150903181921,20171001214946,60350,760,577,38378,120,16,3,1245,1494,255,3465,49238,0.865617488080534,412
1,unknown,1,2,3,20091216040422,20170821220414,817,2806,129,321,60,0,0,35,0,32,27,656,0.831953524648453,917
0,unknown,3,2,3,20060911213357,20120408041142,276,2037,40,33,12,0,0,78,3,4,22,169,0.831953524648453,917
0,unknown,3,2,3,20070902032306,20170312175837,382,3480,132,152,12,0,0,21,9,127,21,197,0.831953524648453,917
0,unknown,3,2,2,20060227092428,20151117113455,275,3551,167,172,10,0,0,4,14,3,7,245,0.915024129447388,978
1,unknown,1,0,3,20080307154009,20170923033333,61,3488,20,13,1,0,0,14,2,0,0,43,0.411985187306913,297
1,male,1,1,3,20111124102752,20150101140307,175,1135,57,77,1,0,0,67,10,0,0,94,0.594368207936839,493
0,unknown,3,1,0,20120707173722,20120830220648,103,55,10,27,1,0,0,1,0,6,6,90,1.29126262950745,974
1,male,3,0,2,20090224050549,20130117065913,71,1424,27,14,3,0,0,37,0,0,0,33,0.800528377424059,664
0,unknown,3,1,2,20090117104923,20130204202540,104,1480,64,99,1,0,0,6,0,0,1,94,1.02771709743701,841
0,unknown,3,0,1,20081120210819,20141023003525,81,2164,57,74,0,0,0,3,0,0,0,61,1.05714931610548,1074
0,unknown,3,0,3,20060912031619,20120529214047,53,2087,12,15,1,0,0,8,2,1,2,39,0.411985187306913,297
1,male,3,2,2,20061214184209,20170308124849,451,3738,140,191,7,0,0,192,31,11,19,165,0.915024129447388,978
1,unknown,1,0,1,20140117165332,20170714153219,51,1275,30,40,1,0,0,4,1,0,0,46,1.05714931610548,1074
1,male,3,0,0,20130311012600,20160822230834,87,1261,21,36,2,0,0,9,5,2,7,47,1.86500803160946,1277
1,unknown,1,2,3,20090404082726,20130524003809,431,1512,66,247,1,0,0,63,6,56,1,186,0.831953524648453,917
0,unknown,3,1,1,20070116220500,20120817202006,176,2041,111,84,6,0,0,2,1,25,1,147,0.997535302103113,994
0,unknown,3,3,3,20070910223949,20150125221748,5916,2695,1107,1336,175,0,0,216,66,234,162,5009,1.48165413798567,1596
1,male,1,2,2,20130111191018,20140203102158,384,389,90,106,0,0,0,44,196,16,5,120,0.915024129447388,978
0,unknown,3,2,1,20130716142755,20160104122501,339,903,39,73,0,0,0,66,7,16,47,199,0.982449108801872,752
1,unknown,1,1,0,20020114163735,20130804224750,137,4221,44,126,10,0,0,1,1,0,0,33,1.29126262950745,974
1,male,1,1,3,20071219200816,20161205134420,104,3275,21,22,1,0,0,20,2,1,1,78,0.594368207936839,493
1,unknown,1,1,3,20170916180341,20171002030328,130,17,14,21,0,0,0,110,0,0,0,18,0.594368207936839,493
0,unknown,3,1,1,20150227195704,20170213105451,215,718,25,156,1,0,0,5,0,0,0,199,0.997535302103113,994
2,female,2,1,3,20160511195700,20160617165437,186,38,12,27,5,0,0,37,0,26,7,111,0.594368207936839,493
2,unknown,2,3,2,20040916164830,20161025224821,4776,4423,611,3130,192,0,0,71,112,52,330,3993,1.00522694513289,817
1,unknown,1,2,2,20110509001652,20170304082923,435,2127,80,82,1,0,0,23,34,1,4,356,0.915024129447388,978
0,unknown,3,3,1,20131223140332,20151128070835,9781,706,418,2709,302,11,0,93,13,56,117,8809,0.661673179614133,477
0,unknown,3,2,2,20160309011729,20170930174944,291,571,78,186,2,0,0,3,5,2,0,281,0.915024129447388,978
0,unknown,3,1,0,20130703211852,20170611122307,150,1440,35,69,0,0,0,2,0,0,1,147,1.29126262950745,974
0,unknown,3,0,1,20120418213400,20120606133228,50,50,7,4,1,0,0,4,2,0,1,43,1.05714931610548,1074
0,unknown,3,3,0,20050629105213,20170726180941,6553,4411,447,740,95,0,0,160,112,188,226,5254,0.865617488080534,412
0,unknown,3,0,0,20140512141804,20140623202359,80,43,9,23,1,0,0,2,0,0,2,76,1.86500803160946,1277
1,unknown,1,3,3,20051127043909,20170503193700,4214,4176,639,1297,17,0,0,35,45,155,96,3776,1.48165413798567,1596
1,unknown,1,0,1,20050805151859,20130406225226,52,2802,31,23,1,0,0,5,0,12,1,34,1.05714931610548,1074
1,male,3,2,3,20071005222439,20170623111143,357,3550,93,25,5,0,0,7,0,35,29,286,0.831953524648453,917
2,female,2,2,3,20080229095745,20170106201147,787,3235,171,223,10,0,0,54,1,12,80,636,0.831953524648453,917
0,unknown,3,2,3,20081201202102,20170620135319,350,3124,76,112,33,0,0,46,2,14,8,267,0.831953524648453,917
0,unknown,3,2,3,20070822153703,20121022100628,234,1889,85,108,6,0,0,19,0,5,19,180,0.831953524648453,917
1,male,3,1,3,20071026061521,20170726011553,94,3562,32,45,10,0,0,20,0,1,0,73,0.594368207936839,493
1,male,1,2,1,20150307173711,20170930222323,230,939,56,45,1,0,0,23,33,2,9,162,0.982449108801872,752
1,male,3,2,3,20080621233404,20150908151705,692,2636,164,224,20,0,0,48,21,48,103,361,0.831953524648453,917
0,unknown,3,1,2,20031107174737,20121203144314,134,3315,47,83,19,0,0,9,8,2,24,90,1.02771709743701,841
0,unknown,3,1,0,20121012145053,20121016151232,212,5,5,149,0,0,0,1,0,0,0,208,1.29126262950745,974
0,unknown,3,3,2,20060804200141,20150816171705,1009,3300,168,691,7,0,0,31,9,11,19,911,1.00522694513289,817
0,unknown,3,0,0,20090502044617,20130820061302,58,1572,21,22,1,0,0,1,0,8,0,49,1.86500803160946,1277
1,unknown,1,2,1,20110914141431,20161118004101,517,1893,104,162,7,0,0,1,42,34,18,420,0.982449108801872,752
0,unknown,3,1,0,20150126000618,20150316150234,144,50,11,4,0,0,0,142,0,0,1,0,1.29126262950745,974
2,female,3,3,1,20060211075022,20171001230019,72605,4251,2973,36428,170,14,3,136,4051,1083,7943,49741,0.661673179614133,477
0,unknown,3,0,1,20150916170406,20151014181504,57,29,5,4,1,0,0,2,0,3,0,52,1.05714931610548,1074
2,unknown,2,2,0,20130212125215,20170702111941,231,1602,41,97,24,0,0,17,4,0,13,127,1.20440316450483,647
0,unknown,3,1,0,20160119232349,20160718051700,164,182,8,133,0,0,0,2,0,0,2,139,1.29126262950745,974
2,female,2,2,2,20130706005411,20150818063914,307,774,24,7,2,0,0,14,5,1,0,285,0.915024129447388,978
1,male,3,3,1,20121228183918,20170930220921,8322,1738,708,4980,9,5,0,17,783,94,410,6389,0.661673179614133,477
1,male,3,2,3,20100422004730,20170215150043,535,2492,55,192,1,0,0,38,72,73,149,170,0.831953524648453,917
0,unknown,3,3,1,20121204184410,20170929225359,1242,1761,385,280,25,0,0,5,9,6,9,1174,0.661673179614133,477
0,unknown,3,0,2,20130905190506,20141111191744,69,433,16,42,1,0,0,3,0,2,4,60,0.800528377424059,664
1,unknown,1,0,1,20120208203001,20120217205802,57,10,7,41,0,0,0,8,1,0,18,30,1.05714931610548,1074
1,unknown,1,2,2,20090604090212,20151030042137,457,2340,77,185,11,0,0,12,0,32,10,378,0.915024129447388,978
0,unknown,3,1,3,20090402103309,20140514091601,94,1869,39,53,1,0,0,12,0,3,6,73,0.594368207936839,493
2,unknown,2,0,3,20030801092105,20140829123851,77,4047,26,53,18,0,0,4,2,2,3,64,0.411985187306913,297
1,male,1,0,2,20091201024725,20170221200040,82,2640,34,21,0,0,0,22,4,1,10,35,0.800528377424059,664
1,unknown,1,1,0,20150107014234,20150419214823,115,103,13,6,0,0,0,1,0,31,0,81,1.29126262950745,974
0,unknown,3,2,0,20160408031442,20170928235859,306,539,99,54,2,0,0,154,1,1,16,110,1.20440316450483,647
1,male,1,3,1,20141124180238,20171001205826,2484,1043,513,474,33,0,0,1,0,14,28,2225,0.661673179614133,477
1,male,3,3,1,20060416085858,20170925075444,2668,4181,1294,699,18,0,0,11,23,5,70,2516,0.661673179614133,477
1,male,3,1,2,20121105184236,20140524185052,118,566,9,27,4,0,0,58,0,0,9,48,1.02771709743701,841
0,unknown,3,1,1,20050422134411,20160905093338,153,4155,37,63,18,0,0,1,0,0,1,151,0.997535302103113,994
0,unknown,3,3,2,20080606171149,20150930141912,2302,2673,216,594,130,0,0,197,4,163,57,1373,1.00522694513289,817
0,unknown,3,0,1,20060726120534,20130808114900,56,2571,4,49,0,0,0,10,0,0,1,45,1.05714931610548,1074
1,male,1,2,2,20120716212245,20170504125739,223,1754,92,103,3,0,0,2,4,4,1,173,0.915024129447388,978
1,male,1,1,3,20120405193252,20131116161728,111,591,55,24,0,0,0,16,5,0,3,87,0.594368207936839,493
0,unknown,3,2,3,20050627233518,20120320021224,464,2459,94,229,18,0,0,12,2,28,6,369,0.831953524648453,917
1,male,1,1,3,20130212170745,20130507140536,124,85,13,4,0,0,0,111,0,0,6,0,0.594368207936839,493
1,male,1,1,3,20140320142904,20170517211401,160,1155,26,44,0,0,0,34,14,18,4,62,0.594368207936839,493
0,unknown,3,1,2,20061228142952,20130310183419,147,2265,16,27,3,0,0,38,3,2,4,98,1.02771709743701,841
0,unknown,3,0,1,20061228183920,20160915121931,51,3550,9,15,3,0,0,9,0,5,6,28,1.05714931610548,1074
1,male,1,3,3,20121022154236,20170930002027,3256,1805,637,1510,284,0,0,190,178,252,210,2294,1.48165413798567,1596
0,unknown,3,0,2,20160502084132,20160721045052,62,81,17,21,4,0,0,5,8,1,18,30,0.800528377424059,664
0,unknown,3,2,2,20080123212144,20160402213449,293,2993,57,55,3,0,0,35,0,2,2,242,0.915024129447388,978
0,unknown,3,2,1,20060813145057,20170118082518,837,3812,307,382,14,0,0,36,38,54,71,613,0.982449108801872,752
1,unknown,1,0,1,20051003152659,20120317193109,54,2358,17,7,3,0,0,10,0,3,1,40,1.05714931610548,1074
0,unknown,3,2,2,20160829135607,20161026193544,666,59,31,252,105,0,0,6,5,0,6,547,0.915024129447388,978
1,male,3,3,0,20140212015447,20170927010520,2111,1324,433,1335,23,1,0,3,1,3,3,1749,0.865617488080534,412
1,male,1,3,3,20111201031352,20170930001539,5205,2131,1054,633,25,0,0,567,1,23,15,3514,1.48165413798567,1596
1,male,3,0,0,20071225234409,20130401235820,66,1925,22,16,1,0,0,37,4,5,6,14,1.86500803160946,1277
1,unknown,1,1,1,20140810001134,20141017002118,112,69,20,27,9,0,0,4,0,0,1,100,0.997535302103113,994
1,unknown,1,0,3,20170625222141,20170701004800,59,7,7,8,0,0,0,20,0,4,0,23,0.411985187306913,297
1,unknown,1,3,2,20080819004055,20170331043832,1542,3147,347,112,6,0,0,18,0,28,54,1049,1.00522694513289,817
1,male,3,2,2,20090524155212,20131114023747,304,1636,56,115,2,0,0,108,53,16,43,73,0.915024129447388,978
1,unknown,1,1,3,20080211210241,20150402225214,100,2608,17,15,2,0,0,7,0,0,2,88,0.594368207936839,493
0,unknown,3,3,3,20060516144121,20170914194122,4281,4140,281,1221,34,0,0,118,582,536,514,2358,1.48165413798567,1596
1,unknown,1,3,3,20060311200505,20170308102357,1107,4016,190,259,33,0,0,162,34,72,95,724,1.48165413798567,1596
0,unknown,3,2,2,20060909234006,20170815204903,520,3994,273,425,3,0,0,4,24,17,27,439,0.915024129447388,978
2,female,3,0,0,20140812172726,20140906033128,53,26,7,2,1,0,0,2,0,0,0,51,1.86500803160946,1277
2,female,3,1,2,20130820155247,20141217195143,186,485,22,54,4,0,0,33,0,0,16,135,1.02771709743701,841
1,male,1,3,3,20040905011404,20171002002305,13579,4776,2659,8298,164,0,0,159,31,170,66,12467,1.48165413798567,1596
1,male,3,0,2,20101221184726,20140829040752,89,1348,23,23,1,0,0,21,5,7,2,54,0.800528377424059,664
0,unknown,3,0,2,20111222171730,20130211212434,51,418,23,25,16,0,0,12,0,0,5,34,0.800528377424059,664
1,unknown,1,2,2,20060703035949,20170930064032,384,4108,94,236,2,0,0,2,0,58,0,306,0.915024129447388,978
1,male,3,1,1,20090830162301,20140222135908,148,1638,22,33,0,0,0,69,0,0,26,46,0.997535302103113,994
0,unknown,3,3,0,20070302191249,20171001005843,3432,3867,355,611,56,0,0,1194,39,34,285,1827,0.865617488080534,412
1,unknown,1,0,1,20160820134045,20161102144806,90,75,16,25,2,0,0,23,0,3,0,64,1.05714931610548,1074
1,unknown,1,1,1,20061016215528,20160429100931,96,3484,35,39,3,0,0,13,4,2,38,38,0.997535302103113,994
1,male,3,0,0,20120221160206,20150502131343,61,1167,12,31,2,0,0,6,0,3,0,51,1.86500803160946,1277
1,male,1,1,3,20071026014642,20140811172114,105,2482,23,18,2,0,0,56,0,0,19,23,0.594368207936839,493
0,unknown,3,2,1,20060227203730,20160314105339,594,3669,160,45,0,0,0,8,0,24,40,146,0.982449108801872,752
0,unknown,3,3,0,20081212122509,20160428160813,1372,2695,158,1047,3,0,0,1,17,60,31,916,0.865617488080534,412
0,unknown,3,0,0,20120829054007,20140207215530,63,528,14,5,0,0,0,2,0,3,0,58,1.86500803160946,1277
1,male,3,0,1,20120225041458,20121004140559,76,223,13,26,0,0,0,3,0,1,6,60,1.05714931610548,1074
0,unknown,3,0,1,20161208151814,20170617142331,81,192,15,16,10,0,0,9,0,0,1,70,1.05714931610548,1074
0,unknown,3,0,1,20040613173313,20150429172334,56,3973,6,20,4,0,0,2,2,1,3,47,1.05714931610548,1074
1,male,1,1,2,20110709203748,20160430051310,139,1758,36,43,20,0,0,15,0,8,6,96,1.02771709743701,841
0,unknown,3,1,1,20051223082242,20141222071652,135,3287,54,97,1,0,0,25,17,0,7,67,0.997535302103113,994
1,unknown,1,1,3,20100130215727,20170530002419,151,2678,67,47,0,0,0,22,0,1,1,124,0.594368207936839,493
2,unknown,2,0,1,20160221014821,20170520050446,75,455,26,27,3,0,0,9,2,0,0,64,1.05714931610548,1074
0,unknown,3,1,0,20150304171009,20150306210356,96,3,3,13,4,0,0,74,6,4,4,8,1.29126262950745,974
1,unknown,1,0,1,20120511170747,20170130160631,62,1726,27,51,0,0,0,5,0,0,14,43,1.05714931610548,1074
2,female,2,1,3,20091016193401,20140309103925,139,1606,13,56,2,0,0,53,0,3,0,68,0.594368207936839,493
1,unknown,1,2,1,20091104054338,20170619020528,378,2785,14,8,1,0,0,5,1,0,0,372,0.982449108801872,752
0,unknown,3,1,1,20050717235210,20170805155415,136,4403,26,21,4,0,0,34,0,0,0,82,0.997535302103113,994
1,male,3,3,3,20100816142408,20141219125502,939,1587,217,98,32,0,0,59,0,15,15,846,1.48165413798567,1596
1,male,3,1,1,20170509224541,20170910065024,99,125,24,46,3,0,0,9,6,5,7,71,0.997535302103113,994
0,unknown,3,1,0,20100210154834,20170825175556,123,2754,61,21,1,0,0,4,0,1,0,118,1.29126262950745,974
1,unknown,1,0,1,20110430214210,20130305143217,76,676,22,35,0,0,0,2,0,0,0,74,1.05714931610548,1074
2,unknown,2,0,2,20060915190949,20120819042817,63,2166,15,26,2,0,0,7,2,9,4,41,0.800528377424059,664
1,unknown,1,3,1,20100831102153,20161025112458,1577,2248,318,39,8,0,0,4,0,1,2,1557,0.661673179614133,477
1,male,1,2,0,20030919211653,20170322173115,367,4934,67,112,45,0,0,10,8,17,8,318,1.20440316450483,647
1,male,3,1,0,20120308075100,20170805212202,177,1977,29,6,0,0,0,3,0,0,0,173,1.29126262950745,974
1,unknown,1,0,0,20161114122453,20170924102217,56,315,10,10,1,0,0,16,0,0,1,39,1.86500803160946,1277
0,unknown,3,0,3,20130702034112,20140606031225,71,340,14,17,6,0,0,1,1,0,0,69,0.411985187306913,297
0,unknown,3,3,0,20121002163902,20170825215750,18982,1789,632,10549,367,0,0,1,12,15,20,18119,0.865617488080534,412
1,male,3,2,0,20130222154114,20160815060916,276,1271,30,30,0,0,0,12,0,0,0,258,1.20440316450483,647
1,unknown,1,0,3,20061027180607,20160123044054,66,3376,25,27,3,0,0,22,0,8,2,34,0.411985187306913,297
1,unknown,1,1,1,20070710154923,20131116090618,152,2322,29,25,1,0,0,1,0,5,6,138,0.997535302103113,994
0,unknown,3,0,1,20080212015101,20130119143336,87,1804,2,6,1,0,0,3,2,0,0,79,1.05714931610548,1074
1,male,1,3,3,20140225041459,20170929155032,4900,1313,909,939,61,0,0,13,2,85,28,4634,1.48165413798567,1596
0,unknown,3,2,3,20060103141106,20161229233553,632,4014,59,88,5,0,0,52,0,161,59,346,0.831953524648453,917
0,unknown,3,1,1,20140215175117,20170910103114,140,1304,26,23,9,0,0,11,0,0,0,128,0.997535302103113,994
0,unknown,3,1,0,20071230155651,20131117112129,216,2150,64,94,3,0,0,15,19,14,3,133,1.29126262950745,974
2,female,2,0,0,20070427135724,20160823054325,70,3407,21,22,2,0,0,4,0,3,0,63,1.86500803160946,1277
0,unknown,3,1,0,20121016091018,20140315232649,102,516,25,10,2,0,0,92,0,3,2,5,1.29126262950745,974
1,male,3,3,3,20060705181859,20171001092644,39457,4107,2385,13076,64,19,0,610,2803,1265,3442,29847,1.48165413798567,1596
0,unknown,3,2,1,20050131224046,20131004140335,393,3169,94,221,23,0,0,15,13,16,15,314,0.982449108801872,752
2,unknown,2,2,2,20120311222755,20170721160539,362,1959,57,86,3,0,0,90,1,13,2,240,0.915024129447388,978
